customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
RS59102,California,12885,No,Basic,College,2011-02-12,Employed,M,37050,Suburban,Married,110,15,75,0,2,Personal Auto,Personal L3,Offer1,Agent,528,Luxury,Medsize,A,2
ZG95780,Arizona,8164,No,Basic,College,2011-01-13,Disabled,M,11193,Suburban,Single,114,2,88,0,6,Personal Auto,Personal L2,Offer2,Agent,820,SUV,Small,A,1
KV53202,California,3031,No,Extended,High School or Below,2011-02-09,Unemployed,F,0,Suburban,Single,86,7,31,0,1,Corporate Auto,Corporate L1,Offer2,Branch,619,Two-Door Car,Medsize,A,2
QA32784,Oregon,4983,No,Extended,Bachelor,2011-02-26,Disabled,M,21497,Suburban,Married,128,15,58,0,1,Personal Auto,Personal L3,Offer3,Call Center,614,Luxury,Medsize,A,2
MX28412,Oregon,2575,No,Basic,College,2011-01-13,Medical Leave,F,28700,Suburban,Married,68,2,65,3,1,Personal Auto,Personal L2,Offer4,Web,326,Four-Door Car,Medsize,A,1
OR85652,Oregon,7427,No,Extended,Bachelor,2011-02-17,Employed,F,78294,Rural,Married,92,6,35,0,3,Personal Auto,Personal L1,Offer4,Agent,181,Four-Door Car,Medsize,A,2
QS35019,California,14435,Yes,Premium,Master,2011-01-26,Employed,M,60880,Rural,Married,119,25,89,0,2,Personal Auto,Personal L2,Offer1,Agent,109,Two-Door Car,Medsize,A,1
YF16441,California,27990,No,Extended,Bachelor,2011-01-18,Employed,F,68343,Suburban,Single,79,20,78,0,2,Personal Auto,Personal L2,Offer2,Call Center,379,Two-Door Car,Medsize,A,1
RT17851,Oregon,5209,No,Extended,High School or Below,2011-02-16,Employed,F,37940,Urban,Married,129,15,36,0,1,Special Auto,Special L3,Offer1,Branch,512,SUV,Medsize,A,2
RB16360,Oregon,5330,No,Extended,High School or Below,2011-02-09,Employed,M,84240,Suburban,Divorced,132,10,51,0,1,Personal Auto,Personal L3,Offer3,Branch,633,SUV,Large,A,2
OW54561,California,3515,No,Basic,College,2011-02-21,Unemployed,M,0,Suburban,Single,103,30,13,2,1,Personal Auto,Personal L3,Offer3,Web,741,Luxury,Small,A,2
YP17198,Oregon,22325,No,Basic,Master,2011-01-05,Employed,M,99241,Rural,Single,70,22,27,0,2,Corporate Auto,Corporate L3,Offer2,Branch,48,Four-Door Car,Large,A,1
WB68229,Arizona,9320,No,Premium,Bachelor,2011-01-03,Employed,F,21033,Suburban,Married,118,5,22,0,8,Personal Auto,Personal L1,Offer3,Call Center,738,Two-Door Car,Small,A,1
RE80124,Arizona,6199,No,Extended,College,2011-01-05,Unemployed,F,0,Suburban,Single,84,31,61,0,3,Personal Auto,Personal L3,Offer1,Agent,604,Two-Door Car,Small,A,1
ZH92587,Oregon,8126,No,Basic,College,2011-02-22,Disabled,F,14616,Suburban,Married,107,22,73,0,3,Personal Auto,Personal L3,Offer1,Agent,513,SUV,Medsize,A,2
SM54018,California,12689,No,Premium,College,2011-02-01,Unemployed,F,0,Suburban,Single,117,4,89,1,2,Personal Auto,Personal L3,Offer1,Web,1163,Two-Door Car,Medsize,A,2
NB30963,California,5994,No,Extended,High School or Below,2011-02-19,Employed,M,41859,Rural,Married,76,18,58,0,5,Personal Auto,Personal L3,Offer1,Agent,166,Two-Door Car,Large,A,2
XI31845,Oregon,16007,No,Extended,High School or Below,2011-01-10,Employed,F,45302,Suburban,Divorced,133,4,34,0,2,Personal Auto,Personal L1,Offer3,Branch,638,SUV,Small,A,1
MG99229,Oregon,5886,No,Basic,College,2011-02-04,Unemployed,M,0,Suburban,Single,180,21,68,0,1,Corporate Auto,Corporate L3,Offer2,Agent,1777,Luxury,Small,A,2
FS31523,California,8532,No,Extended,High School or Below,2011-02-01,Unemployed,F,0,Suburban,Married,122,32,6,2,7,Personal Auto,Personal L3,Offer2,Call Center,585,SUV,Small,A,2
VQ72305,California,20266,No,Basic,High School or Below,2011-01-19,Employed,M,21542,Suburban,Married,103,18,37,0,2,Special Auto,Special L2,Offer4,Branch,494,Luxury,Small,A,1
MU53420,Oregon,5325,Yes,Basic,High School or Below,2011-02-21,Unemployed,M,0,Suburban,Married,73,17,44,0,7,Personal Auto,Personal L3,Offer2,Call Center,496,Two-Door Car,Medsize,A,2
TM65736,Oregon,3059,No,Extended,Master,2011-02-10,Employed,M,38644,Urban,Married,78,28,0,1,1,Personal Auto,Personal L3,Offer3,Web,361,Four-Door Car,Medsize,A,2
QF17193,Arizona,2389,No,Basic,College,2011-02-18,Employed,F,20484,Urban,Married,61,3,89,0,1,Personal Auto,Personal L3,Offer2,Agent,181,Four-Door Car,Medsize,A,2
ML79788,Arizona,7908,No,Extended,College,2011-01-31,Employed,F,43630,Suburban,Divorced,99,33,30,0,3,Corporate Auto,Corporate L1,Offer3,Branch,475,Four-Door Car,Medsize,A,1
VJ64329,Oregon,25464,Yes,Extended,College,2011-02-01,Retired,F,13663,Suburban,Single,97,1,66,0,2,Corporate Auto,Corporate L3,Offer1,Branch,465,Four-Door Car,Small,A,2
AQ51368,Oregon,10656,Yes,Extended,Bachelor,2011-02-27,Employed,F,72540,Suburban,Married,88,7,3,0,2,Corporate Auto,Corporate L3,Offer2,Call Center,631,Two-Door Car,Medsize,A,2
PI78084,Arizona,5077,No,Basic,High School or Below,2011-01-09,Unemployed,M,0,Suburban,Single,73,26,84,0,3,Personal Auto,Personal L3,Offer2,Call Center,525,Two-Door Car,Medsize,A,1
NT40494,California,5074,No,Basic,High School or Below,2011-02-27,Employed,F,66933,Urban,Married,63,8,0,0,6,Personal Auto,Personal L1,Offer1,Agent,160,Four-Door Car,Medsize,A,2
BM69818,Oregon,5841,No,Extended,Bachelor,2011-02-12,Unemployed,M,0,Suburban,Divorced,79,17,4,0,3,Personal Auto,Personal L1,Offer1,Call Center,379,Four-Door Car,Large,A,2
SD94067,California,6610,No,Extended,Master,2011-01-20,Employed,F,23616,Urban,Married,83,8,68,0,7,Special Auto,Special L2,Offer3,Web,229,Two-Door Car,Medsize,A,1
ZG47195,Nevada,4931,No,Basic,College,2011-02-25,Unemployed,M,0,Suburban,Single,73,15,47,0,3,Personal Auto,Personal L3,Offer1,Agent,525,Four-Door Car,Small,A,2
VV68726,California,5133,No,Basic,High School or Below,2011-01-26,Disabled,F,28647,Suburban,Divorced,69,11,59,0,3,Personal Auto,Personal L2,Offer1,Agent,331,Four-Door Car,Small,A,1
SL70555,California,8184,No,Basic,Bachelor,2011-02-05,Employed,M,69114,Rural,Divorced,103,9,68,0,4,Personal Auto,Personal L3,Offer2,Agent,162,SUV,Medsize,A,2
QE12539,California,12731,Yes,Basic,Doctor,2011-01-14,Employed,M,40870,Suburban,Married,105,3,56,0,2,Personal Auto,Personal L1,Offer1,Agent,504,SUV,Large,A,1
MB98372,Oregon,2771,Yes,Basic,College,2011-01-11,Employed,F,50071,Rural,Single,71,3,32,0,1,Corporate Auto,Corporate L3,Offer2,Agent,18,Two-Door Car,Medsize,A,1
UO95739,Oregon,4457,No,Basic,College,2011-02-24,Employed,M,54704,Urban,Divorced,113,6,75,0,1,Personal Auto,Personal L3,Offer1,Web,468,SUV,Medsize,A,2
FY70464,Oregon,7218,No,Premium,Bachelor,2011-01-18,Employed,F,95058,Rural,Married,177,11,90,0,1,Personal Auto,Personal L3,Offer2,Agent,89,SUV,Small,A,1
YB39959,Oregon,3237,Yes,Extended,Master,2011-01-16,Employed,M,60244,Urban,Married,83,3,72,3,1,Personal Auto,Personal L1,Offer3,Agent,326,Four-Door Car,Medsize,A,1
JI25066,Arizona,4928,No,Basic,Bachelor,2011-01-18,Employed,F,61785,Urban,Married,61,31,47,0,5,Personal Auto,Personal L3,Offer3,Web,271,Two-Door Car,Large,A,1
CV24005,Oregon,2599,No,Basic,High School or Below,2011-02-13,Employed,M,29590,Suburban,Married,66,17,18,0,1,Corporate Auto,Corporate L3,Offer2,Agent,467,Two-Door Car,Small,A,2
ZL29593,Arizona,2180,No,Basic,College,2011-02-09,Unemployed,F,0,Suburban,Single,64,14,96,0,1,Personal Auto,Personal L2,Offer2,Agent,460,Four-Door Car,Medsize,A,2
UV54104,Oregon,2300,Yes,Basic,Bachelor,2011-01-15,Retired,M,25905,Suburban,Divorced,63,21,12,0,1,Personal Auto,Personal L3,Offer1,Agent,302,Four-Door Car,Large,A,1
GW56797,California,8773,No,Extended,High School or Below,2011-02-06,Unemployed,M,0,Suburban,Single,87,24,53,0,2,Personal Auto,Personal L3,Offer4,Branch,626,Four-Door Car,Medsize,A,2
BH23017,Nevada,19116,No,Basic,Bachelor,2011-01-31,Unemployed,F,0,Suburban,Single,61,31,43,0,2,Personal Auto,Personal L3,Offer1,Branch,657,Two-Door Car,Small,A,1
NA14154,California,5044,No,Basic,Bachelor,2011-01-24,Employed,M,59292,Urban,Married,64,14,92,0,4,Corporate Auto,Corporate L3,Offer2,Call Center,218,Two-Door Car,Medsize,A,1
MQ74051,Arizona,13014,No,Basic,Bachelor,2011-02-15,Employed,F,55067,Urban,Single,110,3,21,1,2,Personal Auto,Personal L3,Offer1,Agent,353,SUV,Medsize,A,2
CS70768,California,6763,No,Basic,High School or Below,2011-01-24,Unemployed,F,0,Suburban,Single,64,27,1,0,2,Personal Auto,Personal L3,Offer1,Branch,460,Four-Door Car,Medsize,A,1
LL57541,California,7712,No,Extended,Master,2011-01-14,Employed,F,63624,Rural,Married,95,10,5,0,5,Personal Auto,Personal L3,Offer1,Call Center,175,Four-Door Car,Medsize,A,1
TT86956,California,10537,No,Basic,Master,2011-01-15,Employed,F,47950,Urban,Married,65,27,14,0,2,Personal Auto,Personal L3,Offer3,Call Center,301,Four-Door Car,Large,A,1
VM58985,California,16727,No,Extended,College,2011-01-19,Unemployed,M,0,Suburban,Single,76,33,36,2,2,Personal Auto,Personal L3,Offer3,Branch,402,Two-Door Car,Medsize,A,1
ZO31878,Oregon,5412,No,Basic,Master,2011-02-04,Employed,F,55992,Urban,Married,67,16,21,0,3,Personal Auto,Personal L3,Offer1,Call Center,191,Four-Door Car,Small,A,2
LQ22609,Arizona,3452,No,Extended,College,2011-01-11,Employed,F,61385,Rural,Married,86,25,35,0,1,Personal Auto,Personal L3,Offer2,Call Center,199,Four-Door Car,Medsize,A,1
WY58555,Oregon,4929,Yes,Basic,Bachelor,2011-01-26,Employed,M,25632,Suburban,Married,63,27,52,0,7,Personal Auto,Personal L3,Offer2,Call Center,351,Two-Door Car,Medsize,A,1
SH36838,Arizona,5153,No,Basic,High School or Below,2011-01-23,Unemployed,M,0,Suburban,Single,74,22,50,0,3,Personal Auto,Personal L3,Offer1,Branch,532,Four-Door Car,Medsize,A,1
LQ45358,Nevada,4035,No,Premium,Bachelor,2011-01-14,Unemployed,M,0,Suburban,Married,112,6,73,0,1,Personal Auto,Personal L1,Offer3,Call Center,537,Four-Door Car,Medsize,A,1
HB20453,Oregon,6781,No,Basic,Bachelor,2011-02-04,Unemployed,M,0,Suburban,Single,104,30,3,1,5,Personal Auto,Personal L3,Offer1,Agent,982,Luxury,Medsize,A,2
GN18675,California,5080,No,Basic,Bachelor,2011-02-01,Employed,M,70784,Rural,Married,64,0,93,0,7,Special Auto,Special L3,Offer2,Branch,107,Four-Door Car,Medsize,A,2
QF75939,Washington,3700,No,Extended,High School or Below,2011-01-05,Employed,F,36710,Suburban,Single,94,17,56,0,1,Personal Auto,Personal L1,Offer2,Agent,676,Four-Door Car,Small,A,1
TH70115,California,6981,No,Extended,College,2011-01-20,Employed,M,34835,Urban,Married,89,1,45,2,9,Personal Auto,Personal L3,Offer1,Agent,294,Two-Door Car,Medsize,A,1
XS17260,Oregon,12280,Yes,Premium,College,2011-01-01,Employed,M,88340,Suburban,Married,102,16,1,0,2,Personal Auto,Personal L3,Offer1,Branch,489,Two-Door Car,Medsize,A,1
LU42720,Nevada,48356,No,Extended,College,2011-02-20,Employed,M,52499,Suburban,Divorced,138,0,61,0,2,Personal Auto,Personal L2,Offer3,Call Center,1171,SUV,Medsize,A,2
JR72064,Arizona,8270,No,Basic,High School or Below,2011-01-09,Employed,M,44656,Suburban,Married,70,2,80,0,2,Personal Auto,Personal L2,Offer2,Branch,336,Two-Door Car,Medsize,A,1
JI70886,California,7290,No,Basic,High School or Below,2011-02-15,Unemployed,M,0,Suburban,Married,102,11,70,1,3,Corporate Auto,Corporate L2,Offer1,Agent,489,SUV,Medsize,A,2
OY34553,Nevada,24320,No,Basic,Bachelor,2011-01-02,Employed,F,60221,Urban,Married,67,3,17,0,2,Personal Auto,Personal L1,Offer3,Agent,238,Four-Door Car,Medsize,A,1
GV35061,Oregon,22523,No,Basic,High School or Below,2011-01-08,Employed,M,69346,Urban,Married,63,27,42,1,2,Special Auto,Special L3,Offer2,Branch,246,Two-Door Car,Medsize,A,1
EH70612,California,1918,No,Basic,College,2011-02-15,Unemployed,M,0,Suburban,Single,61,2,54,2,1,Personal Auto,Personal L1,Offer1,Branch,439,Two-Door Car,Small,A,2
SH36774,California,15023,No,Basic,High School or Below,2011-01-12,Employed,M,28262,Suburban,Single,192,9,77,0,3,Personal Auto,Personal L3,Offer3,Web,921,Luxury,Medsize,A,1
VM13430,Oregon,8609,Yes,Basic,Bachelor,2011-01-14,Employed,F,79090,Urban,Married,107,2,74,0,3,Corporate Auto,Corporate L3,Offer2,Branch,289,SUV,Medsize,A,1
JR84006,Washington,2454,No,Basic,High School or Below,2011-01-02,Employed,M,74624,Suburban,Married,62,16,71,1,1,Personal Auto,Personal L2,Offer2,Branch,297,Four-Door Car,Medsize,A,1
US89481,California,3946,No,Premium,Bachelor,2011-02-28,Unemployed,F,0,Suburban,Single,111,15,47,0,1,Personal Auto,Personal L3,Offer1,Agent,799,Four-Door Car,Small,A,2
BL42392,California,4826,No,Basic,Doctor,2011-02-20,Medical Leave,M,18779,Urban,Married,63,10,65,0,4,Personal Auto,Personal L3,Offer3,Agent,215,Four-Door Car,Large,A,2
DI19952,Arizona,9032,No,Extended,Bachelor,2011-01-08,Unemployed,F,0,Rural,Married,82,24,21,0,2,Personal Auto,Personal L1,Offer1,Branch,157,Four-Door Car,Medsize,A,1
YV63603,Arizona,6678,No,Extended,Bachelor,2011-01-12,Employed,F,47137,Rural,Married,84,5,11,0,5,Personal Auto,Personal L1,Offer4,Agent,161,Four-Door Car,Medsize,A,1
AC42963,California,21423,Yes,Basic,Bachelor,2011-01-03,Unemployed,M,0,Suburban,Married,65,9,31,0,2,Special Auto,Special L3,Offer2,Agent,312,Two-Door Car,Medsize,A,1
ZC32761,California,8433,No,Basic,Bachelor,2011-02-15,Employed,M,57961,Rural,Divorced,72,15,64,0,2,Personal Auto,Personal L3,Offer1,Agent,38,Two-Door Car,Large,A,2
XM19715,Oregon,5326,No,Basic,College,2011-02-08,Employed,F,22268,Urban,Married,67,12,70,0,8,Personal Auto,Personal L1,Offer3,Call Center,294,Two-Door Car,Medsize,A,2
LS59408,Arizona,2500,No,Basic,High School or Below,2011-01-20,Unemployed,M,0,Suburban,Married,67,4,44,0,1,Personal Auto,Personal L3,Offer2,Call Center,664,Four-Door Car,Small,A,1
RT65829,Oregon,4276,No,Premium,Bachelor,2011-01-16,Employed,M,36692,Suburban,Married,109,1,6,1,1,Personal Auto,Personal L3,Offer2,Call Center,523,Four-Door Car,Medsize,A,1
DS81757,Oregon,2470,No,Basic,College,2011-01-09,Unemployed,M,0,Suburban,Single,74,7,20,0,1,Personal Auto,Personal L1,Offer4,Web,721,Two-Door Car,Large,A,1
SM88270,California,30118,No,Premium,High School or Below,2011-01-09,Employed,M,68906,Suburban,Married,187,12,61,0,2,Personal Auto,Personal L3,Offer3,Web,1053,Luxury,Medsize,A,1
GG29821,Oregon,8193,No,Basic,Bachelor,2011-02-20,Employed,M,54950,Urban,Married,103,15,75,0,7,Corporate Auto,Corporate L1,Offer4,Web,480,SUV,Medsize,A,2
EY49684,California,2309,No,Basic,Bachelor,2011-02-25,Unemployed,F,0,Rural,Divorced,61,16,57,0,1,Personal Auto,Personal L3,Offer1,Agent,32,Four-Door Car,Medsize,A,2
TB54645,Oregon,3033,No,Extended,Bachelor,2011-01-05,Disabled,F,27369,Urban,Married,77,13,40,0,1,Personal Auto,Personal L3,Offer1,Call Center,331,Four-Door Car,Medsize,A,1
YC43143,California,7988,No,Extended,High School or Below,2011-02-01,Employed,F,77330,Rural,Married,99,0,21,0,3,Personal Auto,Personal L3,Offer2,Web,99,Four-Door Car,Medsize,A,2
EG56026,Nevada,3275,No,Extended,High School or Below,2011-01-23,Employed,F,69263,Suburban,Married,81,8,12,2,1,Personal Auto,Personal L3,Offer3,Agent,494,Two-Door Car,Medsize,A,1
HL53154,California,7416,No,Extended,Bachelor,2011-02-22,Unemployed,M,0,Suburban,Single,77,15,12,2,2,Personal Auto,Personal L3,Offer1,Agent,554,Four-Door Car,Medsize,A,2
QE21030,Washington,15483,No,Basic,High School or Below,2011-02-09,Employed,M,24661,Suburban,Married,196,6,28,0,7,Personal Auto,Personal L1,Offer2,Call Center,1961,Luxury,Medsize,A,2
SR74929,Oregon,9460,No,Extended,High School or Below,2011-01-22,Unemployed,F,0,Suburban,Single,133,23,32,0,6,Personal Auto,Personal L1,Offer1,Call Center,1443,SUV,Medsize,A,1
VK57280,Washington,4727,No,Basic,Bachelor,2011-01-03,Unemployed,M,0,Suburban,Single,72,23,7,0,3,Personal Auto,Personal L2,Offer2,Call Center,345,Four-Door Car,Medsize,A,1
YP27180,California,27279,No,Basic,College,2011-02-07,Employed,F,76530,Rural,Divorced,119,35,9,4,2,Personal Auto,Personal L2,Offer3,Call Center,254,SUV,Medsize,A,2
XM96138,California,11277,No,Extended,Master,2011-02-01,Employed,M,98138,Urban,Married,93,30,10,1,2,Personal Auto,Personal L1,Offer3,Agent,427,Four-Door Car,Medsize,A,2
SS95187,Arizona,3343,No,Extended,Bachelor,2011-01-29,Employed,M,40794,Urban,Divorced,87,6,87,0,1,Personal Auto,Personal L3,Offer4,Branch,334,Four-Door Car,Medsize,A,1
UH62357,Washington,4389,No,Basic,High School or Below,2011-01-28,Unemployed,F,0,Suburban,Divorced,118,10,69,1,1,Personal Auto,Personal L3,Offer1,Branch,670,SUV,Medsize,A,1
XH72888,Arizona,15956,No,Extended,High School or Below,2011-01-21,Employed,M,36354,Suburban,Married,202,34,28,0,9,Corporate Auto,Corporate L2,Offer3,Agent,1454,Luxury,Small,A,1
IV94496,Nevada,43217,No,Extended,High School or Below,2011-01-27,Employed,M,51504,Suburban,Single,220,30,99,0,2,Personal Auto,Personal L3,Offer1,Agent,2552,Four-Door Car,Medsize,A,1
YY58769,Arizona,2570,No,Basic,Bachelor,2011-01-11,Employed,M,58498,Suburban,Married,67,6,1,3,1,Personal Auto,Personal L3,Offer2,Call Center,321,Four-Door Car,Small,A,1
EG94326,Nevada,4277,No,Basic,High School or Below,2011-02-09,Employed,M,77265,Suburban,Married,107,23,9,0,1,Personal Auto,Personal L2,Offer2,Call Center,513,SUV,Small,A,2
VF32335,Arizona,19964,No,Basic,College,2011-02-05,Unemployed,M,0,Suburban,Single,192,35,34,0,2,Personal Auto,Personal L2,Offer1,Web,921,Luxury,Small,A,2
MD47500,California,4861,No,Basic,College,2011-02-11,Medical Leave,M,12153,Suburban,Single,69,23,9,1,8,Personal Auto,Personal L3,Offer1,Branch,438,Four-Door Car,Large,A,2
HX72126,Nevada,21112,No,Extended,Bachelor,2011-02-22,Unemployed,F,0,Rural,Married,81,12,59,0,2,Personal Auto,Personal L3,Offer3,Branch,136,Four-Door Car,Medsize,A,2
DK69871,Nevada,24138,No,Basic,Master,2011-02-13,Employed,M,53691,Urban,Divorced,67,13,48,0,2,Personal Auto,Personal L3,Offer1,Call Center,175,Four-Door Car,Medsize,A,2
PG43749,Oregon,4318,No,Premium,College,2011-02-08,Disabled,F,17572,Suburban,Married,110,0,35,0,1,Personal Auto,Personal L1,Offer3,Call Center,639,Two-Door Car,Medsize,A,2
QT13680,California,2555,No,Basic,High School or Below,2011-02-01,Employed,M,25385,Suburban,Married,65,1,96,0,1,Corporate Auto,Corporate L3,Offer4,Branch,458,Four-Door Car,Medsize,A,2
FV83989,Arizona,2453,Yes,Basic,Bachelor,2011-02-09,Medical Leave,M,29735,Suburban,Single,69,3,92,0,1,Personal Auto,Personal L3,Offer1,Agent,331,Four-Door Car,Medsize,A,2
RD89159,Oregon,4362,Yes,Premium,College,2011-01-03,Employed,M,58842,Suburban,Married,110,6,74,0,1,Personal Auto,Personal L3,Offer2,Branch,528,Four-Door Car,Medsize,A,1
GG24674,California,2497,No,Basic,High School or Below,2011-02-21,Retired,F,15520,Suburban,Married,66,21,16,0,1,Personal Auto,Personal L1,Offer3,Web,316,Two-Door Car,Medsize,A,2
KX86150,California,7188,No,Extended,High School or Below,2011-01-29,Medical Leave,M,13542,Suburban,Married,94,15,35,0,8,Personal Auto,Personal L3,Offer1,Web,451,Four-Door Car,Small,A,1
SG32258,Arizona,2416,No,Basic,College,2011-02-06,Medical Leave,F,18944,Rural,Married,63,20,64,0,1,Personal Auto,Personal L3,Offer4,Call Center,125,Four-Door Car,Medsize,A,2
WP46383,Oregon,26538,No,Basic,Bachelor,2011-01-18,Employed,F,94132,Suburban,Married,73,31,68,0,2,Personal Auto,Personal L2,Offer2,Call Center,350,Four-Door Car,Small,A,1
CH81088,Oregon,3721,No,Extended,Bachelor,2011-02-02,Employed,F,71333,Urban,Married,93,9,92,0,1,Personal Auto,Personal L3,Offer2,Call Center,343,Four-Door Car,Medsize,A,2
DP50640,California,2548,No,Basic,Bachelor,2011-01-05,Employed,M,47346,Suburban,Married,65,15,35,0,1,Personal Auto,Personal L3,Offer2,Call Center,312,Four-Door Car,Small,A,1
GB71156,California,9156,No,Premium,College,2011-01-22,Employed,M,59624,Suburban,Divorced,117,23,44,0,3,Corporate Auto,Corporate L3,Offer3,Branch,582,Four-Door Car,Small,A,1
MV86976,California,3482,No,Extended,High School or Below,2011-01-03,Unemployed,M,0,Suburban,Single,96,31,85,0,1,Personal Auto,Personal L2,Offer1,Agent,726,Four-Door Car,Medsize,A,1
QW44027,Oregon,22837,No,Premium,College,2011-02-15,Employed,M,89384,Suburban,Married,285,27,70,0,4,Corporate Auto,Corporate L2,Offer2,Web,2052,Luxury,Large,A,2
OK14812,Nevada,2491,Yes,Basic,Doctor,2011-01-29,Employed,M,36631,Rural,Divorced,62,30,77,0,1,Personal Auto,Personal L3,Offer1,Agent,67,Four-Door Car,Large,A,1
WB12017,California,18321,No,Basic,College,2011-01-03,Employed,F,21189,Suburban,Divorced,66,4,2,0,2,Personal Auto,Personal L3,Offer3,Agent,316,Two-Door Car,Medsize,A,1
SX75100,Arizona,2760,No,Basic,Bachelor,2011-01-09,Employed,M,79065,Urban,Married,69,13,24,0,1,Corporate Auto,Corporate L2,Offer2,Web,290,Four-Door Car,Medsize,A,1
YM50253,California,2946,No,Basic,Bachelor,2011-02-01,Employed,F,89270,Urban,Single,74,17,90,0,1,Personal Auto,Personal L3,Offer2,Branch,316,Four-Door Car,Medsize,A,2
DD44177,California,2395,Yes,Basic,Doctor,2011-01-27,Disabled,F,21986,Suburban,Divorced,63,1,9,0,1,Personal Auto,Personal L3,Offer2,Branch,333,Two-Door Car,Medsize,A,1
EU38033,Nevada,5897,No,Basic,High School or Below,2011-02-03,Employed,M,39188,Suburban,Divorced,74,9,2,0,3,Personal Auto,Personal L3,Offer3,Web,355,Four-Door Car,Medsize,A,2
FV94802,Nevada,2566,No,Basic,High School or Below,2011-02-06,Medical Leave,M,25049,Suburban,Married,67,14,7,0,1,Personal Auto,Personal L3,Offer2,Call Center,454,Two-Door Car,Medsize,A,2
VT44999,Arizona,3858,No,Basic,High School or Below,2011-01-08,Unemployed,F,0,Suburban,Married,107,15,58,1,1,Personal Auto,Personal L3,Offer3,Agent,513,SUV,Medsize,A,1
VW84170,Washington,2819,No,Basic,High School or Below,2011-02-07,Employed,F,88067,Suburban,Married,70,19,59,0,1,Personal Auto,Personal L3,Offer2,Branch,336,Four-Door Car,Small,A,2
BM30720,Nevada,7341,No,Basic,High School or Below,2011-02-03,Employed,F,27649,Suburban,Single,63,3,63,0,2,Personal Auto,Personal L3,Offer4,Web,302,Four-Door Car,Medsize,A,2
CF73234,Oregon,2629,No,Basic,High School or Below,2011-01-19,Unemployed,M,0,Suburban,Married,71,0,44,0,1,Corporate Auto,Corporate L1,Offer2,Branch,340,Four-Door Car,Large,A,1
NP88319,Oregon,6945,No,Basic,High School or Below,2011-02-02,Disabled,F,15850,Suburban,Married,61,28,14,0,2,Corporate Auto,Corporate L3,Offer4,Call Center,314,Two-Door Car,Medsize,A,2
CV86445,Arizona,8139,No,Basic,High School or Below,2011-01-12,Employed,M,86876,Rural,Married,68,9,3,0,2,Personal Auto,Personal L3,Offer4,Call Center,118,Four-Door Car,Medsize,A,1
JG13893,Nevada,7355,No,Basic,Bachelor,2011-01-19,Employed,M,51789,Suburban,Married,61,33,31,0,2,Corporate Auto,Corporate L2,Offer4,Call Center,435,Two-Door Car,Large,A,1
YC83239,Washington,2864,No,Extended,Bachelor,2011-01-13,Unemployed,F,0,Suburban,Single,83,15,30,0,1,Personal Auto,Personal L2,Offer4,Web,825,Two-Door Car,Medsize,A,1
LV34368,California,4813,No,Basic,Bachelor,2011-02-27,Unemployed,M,0,Suburban,Single,69,30,44,0,3,Special Auto,Special L3,Offer1,Agent,472,Four-Door Car,Medsize,A,2
MU79385,Arizona,10080,No,Extended,College,2011-02-12,Employed,M,60944,Urban,Married,130,10,38,2,4,Personal Auto,Personal L3,Offer2,Web,623,SUV,Medsize,A,2
KY33386,Washington,8007,Yes,Basic,High School or Below,2011-01-02,Unemployed,F,0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L3,Offer1,Web,537,Luxury,Medsize,A,1
VY40793,Oregon,4270,Yes,Extended,College,2011-01-19,Unemployed,M,0,Suburban,Married,122,15,2,0,1,Personal Auto,Personal L3,Offer2,Agent,725,SUV,Medsize,A,1
DP26592,Oregon,2518,No,Basic,High School or Below,2011-01-08,Employed,M,86617,Urban,Single,63,9,10,0,1,Personal Auto,Personal L3,Offer3,Agent,188,Four-Door Car,Medsize,A,1
UO43395,Oregon,3649,No,Basic,Master,2011-01-31,Unemployed,M,0,Suburban,Single,100,31,80,0,1,Personal Auto,Personal L3,Offer1,Agent,480,SUV,Medsize,A,1
KP97208,Oregon,5918,No,Basic,College,2011-02-04,Employed,F,94846,Urban,Married,73,15,68,0,7,Corporate Auto,Corporate L2,Offer1,Agent,305,Two-Door Car,Medsize,A,2
BS91742,Washington,18370,No,Extended,College,2011-01-23,Employed,M,49659,Suburban,Divorced,234,31,15,0,9,Personal Auto,Personal L3,Offer3,Web,1684,Luxury,Large,A,1
OF93412,Nevada,15613,No,Premium,Bachelor,2011-01-19,Employed,F,27514,Suburban,Married,197,12,97,0,8,Personal Auto,Personal L3,Offer1,Call Center,1367,SUV,Medsize,A,1
KT54608,Arizona,2619,Yes,Basic,Bachelor,2011-02-05,Employed,M,78618,Urban,Divorced,66,7,56,0,1,Corporate Auto,Corporate L3,Offer1,Agent,225,Two-Door Car,Medsize,A,2
NQ42020,Oregon,7322,No,Basic,High School or Below,2011-02-07,Employed,M,80864,Urban,Married,182,5,30,0,1,Personal Auto,Personal L3,Offer3,Agent,618,Luxury,Medsize,A,2
JS38272,Arizona,4270,Yes,Extended,College,2011-01-19,Unemployed,M,0,Suburban,Married,122,27,2,0,1,Personal Auto,Personal L2,Offer2,Agent,725,SUV,Medsize,A,1
